ldr_dc,ldr_db,ldr_ec,ldr_eb,az,el
792,35,175,263,31,150
793,37,176,269,30,150
795,35,173,268,29,150
798,39,179,277,28,150
803,41,180,282,27,150
803,37,179,281,26,150
807,51,175,309,25,150
809,47,180,309,24,150
814,53,179,317,23,150
819,52,184,318,22,150
824,55,185,309,21,150
823,53,187,291,20,150
825,53,201,287,19,150
827,48,199,281,18,150
829,48,200,265,17,150
829,53,207,263,16,150
831,51,205,269,15,150
831,52,211,263,14,150
840,51,217,267,13,150
839,55,213,265,12,150
843,57,209,279,11,150
847,57,215,285,10,150
853,67,215,296,9,150
855,68,216,309,8,150
857,69,209,312,7,150
861,67,213,325,6,150
861,75,185,319,5,150
868,77,211,333,4,150
869,79,211,335,3,150
869,82,211,340,2,150
875,85,211,344,1,150
875,85,211,344,0,150
879,89,208,348,0,150
880,99,203,351,0,150
883,95,205,357,0,150
886,101,204,363,0,150
891,95,203,357,0,150
891,102,203,345,0,150
893,93,200,341,0,150
894,95,188,333,0,150
901,95,191,327,0,150
903,91,201,327,0,150
906,93,201,327,0,150
909,89,196,319,0,150
909,91,189,325,0,150
915,91,188,325,0,150
917,99,189,330,0,150
917,100,187,333,0,150
919,98,181,329,0,150
919,89,181,329,0,150
923,103,182,327,0,150
923,99,175,319,0,150
927,103,175,313,0,150
925,105,173,309,0,150
931,105,173,301,0,150
931,107,171,307,0,150
935,105,169,301,0,150
935,105,169,301,0,150
937,103,168,301,0,150
937,105,167,301,0,150
941,107,169,307,0,150
939,111,159,301,0,150
943,108,157,301,0,150
943,109,157,305,0,150
949,116,159,301,0,150
947,121,157,298,0,150
953,117,157,297,0,150
949,116,153,295,0,150
951,116,153,291,0,150
952,120,146,283,0,150
955,119,147,276,0,150
955,121,141,281,0,150
964,123,140,275,0,150
958,123,139,267,0,150
959,124,138,267,0,150
959,124,133,263,0,150
967,125,133,255,0,150
965,127,135,251,0,150
969,125,133,249,0,150
969,127,127,247,0,150
969,127,126,247,0,150
970,125,132,250,0,150
971,126,133,245,0,150
973,135,125,245,0,150
972,135,133,251,0,150
973,136,127,252,0,150
975,141,132,255,0,150
973,145,133,261,0,150
979,147,134,263,0,150
975,153,131,265,0,150
981,153,134,265,0,150
979,158,115,277,0,150
981,159,137,277,0,150
979,166,138,280,0,150
983,167,134,284,0,150
981,166,137,287,0,150
983,171,139,293,0,150
983,171,138,291,0,150
985,169,139,297,0,150
985,175,139,298,0,150
987,174,135,298,0,150
987,175,143,303,0,150
989,174,137,307,0,150
987,173,137,307,0,150
989,173,140,308,0,150
988,171,149,310,0,150
989,171,140,311,0,150
989,171,140,313,0,150
989,173,141,312,0,150
989,171,141,315,0,150
990,179,139,319,0,150
989,184,140,329,0,150
992,185,142,329,0,150
989,189,143,331,0,150
991,197,141,329,0,150
989,201,139,339,0,150
995,203,141,342,0,150
990,207,141,339,0,150
989,207,140,341,0,150
991,205,143,339,0,150
994,205,143,343,0,150
991,203,137,347,0,150
996,204,143,350,0,150
995,204,139,364,0,150
997,211,139,381,0,150
997,215,141,406,0,150
999,221,139,425,0,150
996,219,141,445,0,150
999,227,137,459,0,150
999,227,139,471,0,150
999,229,147,479,0,150
999,231,147,478,0,150
997,231,147,479,0,150
997,234,152,472,0,150
996,239,148,471,0,150
997,239,152,469,0,150
997,232,143,469,0,150
995,247,151,467,0,150
999,277,147,473,0,150
995,250,147,477,0,150
998,249,149,483,0,150
997,253,147,489,0,150
996,249,148,495,0,150
994,251,149,493,0,150
995,251,143,493,0,150
991,254,147,493,0,150
995,251,147,494,0,150
989,251,147,503,0,150
995,245,143,510,0,150
991,244,143,519,0,150
995,249,143,523,0,150
991,243,142,529,0,150
993,238,147,531,0,150
993,243,147,532,0,150
995,237,147,533,0,150
991,235,149,536,0,150
991,244,149,531,0,150
989,233,153,536,0,150
995,231,153,535,0,150
993,223,149,540,0,150
995,220,149,557,0,150
990,214,153,571,0,150
991,203,152,599,0,150
994,200,154,622,0,150
995,189,154,646,0,150
995,181,155,655,0,150
995,179,158,665,0,150
995,172,158,671,0,150
995,169,161,665,0,150
995,157,160,699,0,150
999,159,157,723,0,150
997,143,157,747,0,150
998,137,157,762,0,150
995,136,157,781,0,150
997,121,165,798,0,150
995,117,155,813,0,150
997,111,155,819,0,150
995,111,147,839,0,150
999,102,148,863,0,150
996,95,143,875,0,150
997,93,125,877,0,150
995,89,143,875,0,150
997,86,149,869,0,150
995,81,142,867,0,150
995,77,147,843,0,150
991,73,153,813,0,150
995,71,165,775,0,150
988,73,169,698,0,150
989,63,189,655,0,150
984,57,197,589,0,150
984,59,201,523,0,150
983,57,215,486,0,150
983,56,219,459,0,150
981,51,222,439,0,150
981,56,233,423,0,150
979,53,219,428,0,150
981,53,212,443,0,150
981,51,210,446,0,150
981,51,203,457,0,150
981,45,203,469,0,150
981,42,198,473,0,150
978,53,192,481,0,150
983,43,187,483,0,150
979,43,184,485,0,150
981,45,187,479,0,150
974,50,185,489,0,150
981,45,185,495,0,150
979,49,185,501,0,150
980,47,173,504,0,150
978,45,181,502,0,150
980,47,184,499,0,150
979,45,184,508,0,150
981,53,187,531,0,150
981,55,199,551,0,150
982,55,201,571,0,150
981,59,215,585,0,150
985,63,225,598,0,150
983,85,233,615,0,150
984,89,219,646,0,150
984,93,241,654,0,150
985,103,251,648,0,150
973,115,248,629,0,150
973,111,252,591,0,150
977,101,269,563,0,150
982,95,275,533,0,150
975,102,277,495,0,150
975,109,281,459,0,150
969,121,281,429,0,150
973,133,278,415,0,150
967,136,275,397,0,150
968,135,275,391,0,150
960,123,273,375,0,150
965,121,281,374,0,150
967,107,277,363,0,150
965,106,281,347,0,150
953,105,269,347,0,150
954,99,263,345,0,150
955,101,252,325,0,150
955,101,240,326,0,150
957,86,245,303,0,150
957,83,243,295,0,150
955,80,245,286,0,150
955,75,243,285,0,150
953,73,246,283,0,150
953,71,247,283,0,150
951,71,244,287,0,150
952,71,247,299,0,150
953,71,252,303,0,150
953,74,247,311,0,150
953,47,253,312,0,150
953,60,255,319,0,150
951,61,279,335,0,150
953,63,275,346,0,150
953,61,265,357,0,150
954,63,297,363,0,150
953,67,297,375,0,150
953,71,306,383,0,150
952,71,309,391,0,150
953,70,313,389,0,150
951,69,311,394,0,150
953,70,315,393,0,150
949,73,317,397,0,150
951,75,313,403,0,150
949,78,315,409,0,150
950,93,311,415,0,150
949,102,303,421,0,150
949,112,301,412,0,150
949,125,301,414,0,150
949,149,296,411,0,150
943,165,293,401,0,150
945,189,283,375,0,150
943,219,275,367,0,150
947,239,263,359,0,150
939,269,247,343,0,150
940,288,235,312,0,150
937,311,217,299,0,150
938,333,203,277,0,150
934,357,187,253,0,150
937,377,174,237,0,150
933,399,155,212,0,150
932,415,149,165,0,150
927,435,133,164,0,150
927,443,121,143,0,150
927,461,109,136,0,150
927,461,109,117,0,150
926,483,93,111,0,150
927,488,84,100,0,150
924,505,77,91,0,150
926,523,72,87,0,150
923,531,63,73,0,150
923,536,59,75,0,150
921,537,55,59,0,150
921,543,51,63,0,150
919,555,45,55,0,150
917,560,43,55,0,150
915,569,40,46,0,150
917,605,38,47,0,150
915,598,31,58,0,150
911,621,39,42,0,150
909,610,29,45,0,150
911,617,25,43,0,150
907,631,25,41,0,150
907,647,22,41,0,150
905,651,19,39,0,150
905,659,18,51,0,150
903,667,13,31,0,150
903,669,11,22,0,150
901,675,11,26,0,150
900,675,17,31,0,150
894,687,8,26,0,150
895,695,10,30,0,150
893,713,8,35,0,150
895,717,11,27,0,150
891,733,10,37,0,150
893,757,6,13,0,150
889,782,6,24,0,150
891,791,9,31,0,150
887,821,9,31,0,150
887,836,10,39,0,150
885,844,12,43,0,150
887,843,8,51,0,150
879,831,12,63,0,150
885,816,14,73,0,150
879,793,20,83,0,150
879,761,13,99,0,150
877,757,14,101,0,150
878,743,25,111,0,150
875,715,17,121,0,150
875,702,16,135,0,150
875,679,18,142,0,150
875,665,20,156,0,150
873,631,19,166,0,150
871,595,21,175,0,150
871,550,21,229,0,150
875,493,21,281,0,150
872,431,23,355,0,150
875,358,22,469,0,150
875,287,37,611,0,150
879,235,39,763,0,150
885,184,39,921,0,149
885,147,39,1043,0,148
885,118,37,1142,1,147
887,100,41,1227,2,146
887,94,42,1309,3,145
889,84,41,1369,4,144
887,75,31,1417,5,143
889,72,46,1455,6,142
885,70,30,1482,7,141
887,61,23,1518,8,140
879,72,28,1495,9,139
885,74,22,1477,10,138
878,75,24,1459,11,137
872,69,28,1427,12,136
875,87,23,1400,13,135
873,93,25,1399,14,134
872,91,21,1391,15,133
871,93,40,1389,16,132
872,99,22,1389,17,131
868,85,19,1395,18,130
867,100,14,1383,19,129
867,105,23,1383,20,128
861,99,21,1397,21,127
867,93,21,1429,22,126
861,94,12,1451,23,125
863,93,16,1451,24,124
860,91,19,1455,25,123
857,99,3,1434,26,122
856,105,21,1399,27,121
855,114,17,1363,28,120
853,133,20,1323,29,119
851,155,25,1307,30,118
847,133,23,1267,31,117
847,135,24,1213,32,116
841,151,29,1145,33,115
840,175,25,1051,33,114
837,206,35,947,33,113
829,239,42,847,32,112
825,271,37,789,31,111
824,277,45,734,30,110
819,299,48,687,29,109
821,335,57,645,28,108
815,333,57,617,27,108
815,327,73,627,26,108
819,325,76,619,25,108
815,317,79,600,24,108
811,342,85,586,23,108
811,330,91,597,22,108
811,341,99,581,21,108
811,377,78,535,20,108
805,392,89,500,19,108
803,397,93,501,18,108
804,403,89,475,17,108
799,413,87,467,16,108
795,421,88,455,15,108
797,430,86,443,14,108
793,429,89,437,13,108
793,438,87,423,12,108
795,437,89,427,11,108
791,441,84,427,10,108
789,439,83,436,9,108
789,421,89,452,8,108
789,419,93,469,7,108
789,420,93,469,6,108
783,420,85,479,5,108
788,415,85,509,4,108
785,425,79,471,3,108
783,435,91,473,2,108
780,437,77,457,1,108
781,441,71,458,0,108
779,445,72,453,0,108
775,455,70,445,0,108
776,469,71,427,0,108
775,483,61,403,0,108
773,494,59,392,0,108
765,503,55,367,0,108
764,519,57,361,0,108
766,517,55,359,0,108
763,523,59,333,0,108
765,532,51,326,0,108
764,535,71,313,0,108
762,539,53,295,0,108
760,549,51,282,0,108
758,556,51,277,0,108
757,567,47,254,0,108
757,566,43,245,0,108
755,580,43,239,0,108
751,581,43,237,0,108
757,575,46,251,0,108
757,583,44,267,0,108
751,585,42,261,0,108
750,594,41,251,0,108
749,601,36,237,0,108
750,609,29,229,0,108
749,615,39,221,0,108
749,616,29,215,0,108
749,611,30,220,0,108
747,614,41,221,0,108
747,611,29,218,0,108
749,605,31,229,0,108
743,611,33,226,0,108
744,613,31,226,0,108
741,603,23,223,0,108
743,603,29,235,0,108
743,587,29,239,0,108
744,585,22,249,0,108
743,563,26,261,0,108
741,554,28,271,0,108
743,539,22,283,0,108
743,531,26,287,0,108
743,520,18,287,0,108
741,527,19,279,0,108
735,549,20,247,0,108
735,591,20,205,0,108
735,634,18,167,0,108
735,683,17,147,0,108
734,723,17,125,0,108
734,762,13,103,0,107
737,777,12,103,0,106
731,790,19,95,0,105
731,763,12,121,0,104
733,728,22,141,0,103
733,671,24,166,0,103
739,615,29,205,0,103
740,565,43,249,0,103
739,524,47,264,0,103
739,508,51,253,0,103
739,507,55,268,0,103
738,499,59,264,0,103
735,503,60,251,0,103
735,508,57,245,0,103
729,525,59,235,0,103
731,535,48,227,0,103
732,539,48,232,0,103
733,543,57,221,0,103
733,541,53,229,0,103
733,537,51,249,0,103
733,531,52,253,0,103
733,519,53,267,0,103
733,518,56,280,0,103
733,505,57,283,0,103
733,502,58,297,0,103
731,494,59,302,0,103
731,487,59,313,0,103
733,479,57,331,0,103
733,473,61,350,0,103
731,459,61,359,0,103
733,443,62,366,0,103
735,443,68,394,0,103
733,425,72,409,0,103
733,419,71,423,0,103
731,407,73,427,0,103
731,403,75,445,0,103
731,393,68,458,0,103
730,391,67,455,0,103
731,376,59,468,0,103
732,365,59,475,0,103
733,363,55,493,0,103
730,361,53,495,0,103
731,359,68,495,0,103
731,347,51,521,0,103
731,349,43,530,0,102
731,340,40,535,0,101
731,339,45,537,0,101
731,338,45,543,0,100
730,345,40,556,0,99
730,347,37,556,0,98
729,348,37,573,0,97
729,355,39,571,0,96
731,357,31,572,0,95
731,355,37,599,0,94
731,349,36,605,0,93
731,357,37,598,0,92
731,359,40,603,0,91
733,364,39,600,0,90
733,365,51,589,0,89
731,379,43,571,0,88
733,367,45,554,0,87
731,373,46,543,0,86
729,367,38,563,0,85
727,365,46,543,0,84
728,357,47,543,0,83
730,359,47,551,0,82
728,359,45,560,0,81
728,361,47,563,0,80
725,371,44,553,0,79
729,349,47,531,0,78
727,381,51,501,0,77
727,406,40,483,0,76
725,396,45,472,0,76
723,407,42,447,0,76
723,408,53,432,0,76
725,413,39,425,0,76
721,419,38,420,0,76
723,423,42,411,0,76
723,422,40,406,0,76
724,431,37,398,0,76
725,427,43,393,0,76
718,457,41,393,0,76
717,431,47,391,0,76
719,429,41,383,0,76
717,431,43,375,0,76
717,427,43,381,0,76
717,423,41,391,0,76
717,424,45,399,0,76
719,411,41,415,0,76
717,415,35,425,0,76
719,415,30,421,0,76
717,408,31,441,0,76
717,407,29,455,0,75
715,407,29,455,0,74
715,393,30,463,0,73
717,391,24,461,0,72
715,383,24,455,0,72
715,379,27,466,0,71
715,376,28,465,0,71
715,376,25,461,0,71
715,371,25,459,0,71
715,367,23,467,0,71
715,367,19,478,0,70
713,365,24,484,0,69
713,373,22,486,0,68
715,373,25,483,0,67
715,375,19,476,0,66
712,375,23,471,0,65
713,379,22,463,0,64
713,373,19,469,0,63
711,375,23,469,0,62
713,375,18,457,0,61
712,373,29,452,0,61
711,371,22,444,0,61
711,371,20,431,0,61
711,372,24,439,0,61
711,366,23,435,0,61
711,365,13,439,0,61
710,365,25,441,0,61
711,361,24,443,0,61
711,347,26,453,0,61
711,360,22,453,0,61
709,360,20,447,0,61
711,359,25,459,0,61
709,359,22,459,0,61
711,357,19,456,0,61
709,358,22,459,0,61
709,356,20,466,0,61
711,349,21,469,0,61
712,351,26,471,0,61
711,347,24,477,0,61
711,343,23,477,0,61
710,343,21,479,0,61
711,343,21,487,0,61
711,341,19,484,0,61
711,343,19,485,0,61
710,345,20,485,0,61
710,347,19,485,0,60
711,358,24,483,0,59
711,357,21,485,0,58
711,357,24,477,0,58
712,355,25,483,0,57
703,349,20,490,0,56
709,343,25,503,0,55
711,331,26,538,0,54
713,295,27,575,0,53
713,279,27,599,0,52
715,255,27,614,0,51
713,251,31,623,0,50
711,239,30,623,0,50
711,237,28,621,0,50
711,235,31,617,0,50
711,243,29,617,0,50
711,243,29,611,0,50
711,243,35,613,0,50
713,244,39,613,0,50
712,245,39,605,0,50
713,245,41,599,0,50
713,248,37,599,0,50
712,260,33,589,0,50
709,253,39,585,0,50
703,267,38,573,0,50
709,270,39,567,0,50
709,269,41,563,0,50
709,277,37,557,0,50
710,275,35,555,0,50
701,277,37,557,0,50
709,281,29,559,0,50
703,299,37,555,0,50
709,292,27,557,0,50
709,293,30,558,0,50
703,301,33,566,0,50
703,313,26,559,0,50
709,331,23,551,0,50
710,343,24,531,0,50
703,347,21,532,0,50
703,359,13,521,0,50
703,360,13,507,0,50
701,373,17,509,0,50
703,365,12,519,0,50
703,364,9,499,0,50
703,375,10,484,0,50
702,377,14,490,0,50
701,379,7,491,0,50
701,383,14,476,0,50
701,381,11,455,0,50
697,396,11,457,0,50
698,403,6,453,0,50
700,406,10,444,0,50
701,403,10,455,0,50
699,395,9,471,0,50
703,377,9,486,0,50
701,361,6,527,0,50
709,342,10,589,0,50
704,325,8,632,0,50
703,311,7,669,0,50
709,294,6,715,0,50
711,277,11,743,0,50
712,276,10,762,0,50
714,259,10,800,0,50
713,237,13,841,0,50
717,221,17,875,0,50
721,199,14,915,0,50
722,177,16,955,0,50
719,154,22,995,1,50
719,143,19,1021,2,50
718,127,21,1039,3,50
719,117,20,1061,4,50
719,111,23,1061,5,50
723,111,27,1045,6,50
723,109,29,1030,7,50
722,111,29,1021,8,50
719,111,29,1044,9,50
722,116,30,1047,10,50
718,116,33,1037,11,50
717,117,27,1001,12,50
719,121,29,1003,13,50
724,123,26,985,14,50
723,127,27,968,15,50
719,127,37,955,16,50
717,133,53,933,17,50
717,133,37,933,18,50
719,127,41,925,19,50
717,137,37,917,19,50
717,137,43,894,19,50
717,141,45,893,19,50
717,137,41,868,19,50
715,137,50,871,19,50
716,135,39,867,19,50
717,137,52,853,19,50
716,135,61,837,19,50
716,121,63,825,19,50
716,139,61,811,19,50
717,135,74,804,19,50
717,123,69,791,19,50
717,126,85,766,19,50
717,138,89,757,19,50
719,132,94,731,19,50
719,139,111,719,19,50
719,127,135,697,19,50
716,134,151,665,19,50
718,131,181,613,19,51
719,122,221,589,19,52
719,118,265,566,19,53
717,121,311,529,19,54
716,125,347,504,19,55
717,123,373,483,19,56
715,123,389,473,19,57
715,125,395,470,19,58
713,121,396,467,19,59
717,134,395,463,19,60
715,123,393,470,19,61
713,123,383,475,19,62
715,127,382,479,19,63
713,121,397,462,19,64
713,135,381,459,19,65
713,135,371,467,19,66
713,143,346,471,19,67
713,141,331,469,19,68
714,135,329,456,19,69
715,125,311,470,19,70
715,123,308,476,19,71
719,111,301,487,19,72
725,107,296,494,19,73
719,107,291,500,19,74
717,105,276,509,19,75
718,103,268,535,19,76
719,95,261,541,19,77
723,93,255,537,19,78
719,93,260,548,19,79
719,92,248,556,19,80
723,93,249,566,19,81
723,95,249,571,19,82
723,99,247,572,19,83
724,91,245,589,19,84
725,82,245,601,19,85
727,90,242,601,19,86
727,89,243,616,19,87
727,89,237,631,19,88
727,83,228,651,19,89
727,85,223,662,19,90
729,77,228,675,19,91
730,75,217,695,20,92
731,93,211,713,20,93
731,79,211,733,21,94
733,83,199,759,22,94
733,83,189,777,23,94
733,76,183,793,24,94
734,87,175,812,25,94
735,89,171,815,26,94
735,91,167,827,27,94
739,98,169,827,28,94
741,101,165,839,29,94
741,105,167,836,30,94
741,107,164,843,31,94
739,107,163,839,32,94
741,107,163,851,33,94
741,107,154,841,34,94
741,104,164,852,35,94
745,105,155,866,36,94
743,108,163,875,37,94
743,115,164,883,38,94
744,117,160,890,39,93
745,125,163,885,40,92
745,137,173,872,41,92
747,143,174,862,42,92
746,142,199,853,43,92
747,149,183,847,44,92
745,153,188,843,45,92
749,153,190,840,46,92
747,157,201,837,47,92
749,153,205,823,48,92
745,159,213,806,49,92
748,157,211,799,50,92
749,168,211,791,50,92
751,167,215,777,50,92
752,157,229,763,50,92
751,159,239,745,50,92
751,149,239,729,50,93
750,147,251,711,50,94
751,139,265,693,50,95
751,127,276,710,51,96
751,125,280,679,51,97
751,119,280,687,51,98
751,115,271,694,51,99
755,116,283,693,52,100
757,111,275,701,53,101
759,109,269,717,54,102
758,107,250,751,55,103
759,101,253,759,56,104
759,101,248,764,57,105
763,105,245,778,58,106
762,105,235,804,59,106
763,105,231,813,60,106
764,109,229,829,61,106
765,101,235,824,62,106
766,93,235,811,63,106
763,89,249,788,64,107
765,85,247,763,65,108
763,85,249,755,66,109
763,83,255,731,67,110
763,79,254,725,68,111
774,71,253,741,69,112
767,69,249,733,70,113
767,63,264,667,70,114
773,58,253,677,70,115
775,60,251,684,70,116
776,59,267,633,70,117
775,61,275,611,70,118
775,54,265,617,70,119
777,53,277,581,70,120
777,44,285,547,70,121
779,52,278,551,70,122
777,51,286,525,70,123
781,43,293,483,70,124
779,51,279,521,70,125
782,45,285,482,70,126
781,45,283,463,70,127
787,43,279,463,70,128
787,40,287,429,69,129
789,40,283,435,68,130
789,52,271,419,67,131
791,40,285,403,66,132
789,27,317,379,65,133
793,39,309,341,64,134
791,41,317,333,63,135
793,37,327,333,62,136
794,41,331,329,61,137
799,47,331,333,60,138
797,51,333,333,59,139
797,55,327,372,58,140
799,61,343,360,57,141
807,53,335,349,56,142
808,45,341,346,55,143
807,56,350,339,54,144
809,57,343,331,53,145
809,55,354,347,52,146
807,56,349,332,51,147
811,53,357,338,50,148
810,47,343,345,49,149
813,47,330,347,48,150
814,56,331,373,47,150
815,57,351,382,46,150
818,59,339,391,45,150
823,61,341,405,44,150
821,63,349,399,43,150
825,71,345,401,42,150
826,57,343,379,41,150
829,69,363,356,40,150
827,69,381,347,39,150
829,67,383,334,38,150
831,69,394,315,37,150
831,67,407,303,36,150
839,61,411,295,35,150
841,69,415,295,34,150
841,73,403,297,33,150
842,75,397,314,32,150
843,87,379,319,31,150
844,93,377,317,30,150
845,91,377,318,29,150
847,103,373,301,28,150
851,107,373,279,27,150
850,109,363,281,26,150
851,109,360,279,25,150
853,108,357,277,24,150
855,117,361,271,23,150
856,115,357,269,22,150
857,101,351,265,21,150
861,114,356,264,20,150
861,107,349,265,19,150
863,117,349,263,18,150
859,117,344,281,17,150
867,123,339,271,16,150
861,132,331,280,15,150
868,135,331,279,14,150
869,125,345,276,13,150
872,135,325,283,12,150
872,149,326,287,11,150
875,152,315,297,10,150
877,167,303,303,9,150
879,163,301,318,8,150
879,155,311,327,7,150
887,173,292,319,6,150
884,175,287,328,5,150
890,185,279,343,4,150
888,190,279,335,3,150
890,199,275,345,2,150
889,207,270,356,1,150
892,217,267,351,0,150
893,214,266,351,0,150
901,222,249,361,0,150
894,215,245,375,0,150
901,225,239,379,0,150
901,223,237,391,0,150
904,220,236,397,0,150
905,212,235,393,0,150
907,211,237,415,0,150
907,215,252,414,0,150
909,191,233,424,0,150
910,181,229,431,0,150
915,181,235,437,0,150
913,179,229,443,0,150
916,169,238,441,0,150
917,151,223,453,0,150
919,163,233,452,0,150
919,154,234,454,0,150
921,144,231,461,0,150
921,151,235,462,0,150
923,139,229,459,0,150
923,139,235,459,0,150
923,133,223,457,0,150
925,125,221,458,0,150
927,118,222,459,0,150
925,139,229,454,0,150
933,115,218,445,0,150
931,117,213,435,0,150
933,111,227,437,0,150
933,111,243,427,0,150
933,110,221,426,0,150
931,109,223,416,0,150
935,105,219,411,0,150
934,117,215,403,0,150
936,105,214,393,0,150
937,105,212,389,0,150
938,103,209,373,0,150
935,105,204,371,0,150
937,101,207,361,0,150
937,103,204,357,0,150
937,105,201,356,0,150
937,101,199,357,0,150
941,105,191,350,0,150
941,103,189,357,0,150
942,105,189,357,0,150
943,103,187,347,0,150
947,103,197,347,0,150
942,109,191,345,0,150
947,105,191,348,0,150
949,108,199,347,0,150
947,107,200,341,0,150
949,105,198,343,0,150
950,105,197,341,0,150
947,103,205,334,0,150
950,106,202,331,0,150
950,104,201,335,0,150
951,105,204,333,0,150
951,101,204,331,0,150
953,107,209,341,0,150
953,105,211,341,0,150
956,103,216,339,0,150
957,103,215,345,0,150
957,107,232,357,0,150
959,107,229,355,0,150
965,123,231,363,0,150
959,121,239,364,0,150
963,135,239,365,0,150
965,140,245,360,0,150
967,153,243,357,0,150
965,169,247,355,0,150
967,185,245,348,0,150
969,203,244,328,0,150
969,223,237,330,0,150
968,245,231,316,0,150
971,268,228,297,0,150
969,283,213,281,0,150
971,299,203,263,0,150
971,316,187,235,0,150
971,333,179,235,0,150
969,347,167,218,0,150
971,359,159,211,0,150
967,375,153,191,0,150
970,377,137,183,0,150
968,390,137,155,0,150
971,397,127,153,0,150
969,403,119,143,0,150
971,403,119,133,0,150
970,413,107,123,0,150
971,419,103,120,0,150
970,416,100,107,0,150
969,423,92,103,0,150
969,424,86,94,0,150
969,423,85,93,0,150
968,425,78,89,0,150
968,435,75,91,0,150
968,425,83,83,0,150
969,415,73,89,0,150
968,425,73,81,0,150
969,428,71,85,0,150
969,431,69,77,0,150
967,409,69,75,0,150
967,436,69,75,0,150
969,445,61,75,0,150
968,443,63,76,0,150
969,445,61,75,0,150
968,452,59,71,0,150
969,457,53,71,0,150
967,458,57,63,0,150
969,469,57,59,0,150
969,467,47,59,0,150
969,473,51,58,0,150
968,473,43,55,0,150
